category,likesNum,name,nameOnSite,descriptions
fashion/clothing,0,The Eternity,AngelRED Couture,"AngelRED Couture offers established and aspiring clothing designers high quality, full permission clothing templates for an affordable price. They also sell non full-perm clothing, accessories, skins, shapes, shoes, mesh and more."
fashion/clothing,0,Bitch Tail,Bitch Tail,"Bitch Tail is the home of the L$98 store-wide sale and offers hot deals on quality outfits, skins, tattoos, piercings and much more. More info at http://bitchtail.blogspot.com."
fashion/clothing,0,NLAB Inc,Neurolab Inc.,The future is now! Neurolab Inc. is all about outfitting the fashion-conscious cyber/cyberpunk/fashion/avant-garde in the latest synthetic wear.
fashion/clothing,0,Kmadd Enterprise,MADesigns,MADesigns is a shopping district featuring a large selection of popular men's and women's fashion brands in a single location.
fashion/clothing,0,Snatch City,Snatch City,"A great place to shop for cyberpunk, grunge, urban, neko, and other alternative lifestyle clothing and avatar accessories. A number of popular stores are represented here including Sn@tch, Tyranny, Gauze, Pulse, Forsaken, !ReToX!, and others."
fashion/clothing,0,MAYFAIR,Mayfair,"Shop in style at Mayfair, an all-mesh sim that is home to the main stores for Celoe and Mon Tissu. "
fashion/clothing,0,Voodoo,VOID Subcultures District,"Shop, make friends and even skate in this grunge district in Second Life. More info at voidsl.wordpress.com."
fashion/clothing,0,Caisteal,Blue Galaxy,"A sci-fi fantasy themed shop featuring unique clothing, avatars, and accessories by Ash Soyinka and friends."
fashion/clothing,0,Legal Insanity,Legal Insanity,"Legal Insanity, founded in 2010, offers designs that are always ahead in time, trendy, fresh, unique and hand-drawn. This fashion line includes items for women and men, as well as formal and casual creations, skins, shapes, eyes and a variety of accessories."
fashion/clothing,0,Carat,Champagne Life Mall ,"Go shopping for the latest fashions at Champagne Life Mall, which also houses the Deja Vu Jazz and R&B Club."
fashion/clothing,0,RAWR,RAWR!,"RAWR! is huge neko superstore which specialises in neko clothing, skins, tattoos, eyes and furniture. It offers lots of freebies including Midnight Manias, Lucky chairs and daily freebies."
fashion/clothing,0,URBATIK,Kapone,"Kapone is an urban wear mesh store where you will find many stylish clothes for men or women, as well as accessories."
fashion/clothing,0,Boudoir,Boudoir,"This cavernous fashion boutique, with its luxurious purple and black decor, mainly specializes stylish clothing, hair, skin and shoes. "
fashion/clothing,0,LoLa Island,LoLa Creations,Find fun fashions for females at LoLa Creations.
fashion/clothing,0,Juicy,Stellar by Lexi Morgan,"Stellar offers quality, hand drawn and rigged mesh clothing for women and men. Established in 2004, this is the place to shop for shoes, jewelry and a fun assortment of makeup & tattoo designs."
fashion/clothing,0,Escapades,Loki Mesh Clothing Range,"Known throughout Second Life for his creativity, Loki Eliot presents casual style clothing designs using the latest mesh techniques. T-Shirts, Shorts, Hoodies and jeans with many more planned over time. New designs every week. Each item has a demo to try on before you buy."
fashion/clothing,0,Langholm,Vika Mainstore,"Housed in a dark version of St. Patrick’s Cathedral, Vika Mainstore is a unique shopping destination for everything from boots to complete outfits. Don't miss the selection of cheap mesh items, too."
fashion/clothing,0,Awesome Isle,JariCat Fashions,JariCat Fashions is where you can discover hot costume looks at hot prices. Explore your exotic fashionista side today.
fashion/clothing,0,TerradOmbra,Terra d'ombrA,"Exquisitely detailed, accurately textured, perfectly accessorised, Terra D'ombrA produces the elegance of Italian design."
fashion/clothing,0,La Cruz,Tribal Bamboo,"It's always summer at Tribal Bamboo, a beach-side clothing shop where you'll find the latest fashions."
fashion/clothing,0,Juicy La Jolla,Alice Project,"Alice Project offers a variety of fashion products, from sculpted and mesh hairstyles to full-permission textures and shoe kits."
fashion/clothing,0,SleeplessMUSIC,Connors,"Imagine your own style and make it happen at Connors, a clothing store offering a wide selection of casual and formal outfits. "
fashion/clothing,0,DeLa,DeLa*,"Find a wide variety of clothing at DeLa*, including jackets, coats, pants, skirts, dresses, earrings and so many shoes!"
fashion/clothing,0,Harfax,Death Row,Explore dark designs and fashions at this edgy clothing store.
fashion/clothing,0,seventh sanctum,Eclat,"Eclat offers clothing and accessories, with edgy Goth, steampunk, urban, burlesque and cyberpunk design influences. Visit the boutique formerly known as Skinderella and add an edge to your SL wardrobe."
fashion/clothing,0,Old Europe,Ruxy's Designs,"Ruxy's Designs, by Rux Anatra, offers uniquely styled women's fashions from casual to sophisticated. Retro and classic fashion are presented with a twist of whimsy. Many outfits include accessories, and the skins department features high-quality lifelike skins with makeup."
fashion/clothing,0,Gigli Aragami,Chrysalis,"Explore Chrysalis for the finest choices in luxury clothing, high-quality shoes and original designs. Don't overlook The Chyrsalis' Attic, located upstairs, for bargains and sale items."
fashion/clothing,0,Buttermere,PatchWork Heart,"Set in a neglected building overgrown with nature, the PatchWork Heart fashion store brings you high-quality clothing at affordable prices. You can choose among bargain sets in the basement for those on a tighter budget, or stylish full outfits that come complete with shoes or boots. There's also a chance to win prizes and collect group gifts."
fashion/clothing,0,Never Land,20.Five,"Looking for affordable fashions for your avatar? At 20.Five, everything is priced at L$25 so you can go on a virtual shopping spree without breaking the bank."
fashion/clothing,0,Basenville,Massive Athaks,"Surrounded by fallen, giant timepieces with balloons touring overhead (that you can buy), Massive Athaks focuses on elegant and whimsical avatar couture in styles such as neko, steampunk, and cyberpunk. Stroll the pier to visit complementary shops."
fashion/clothing,0,Offbeat,So Many Styles,"Located on a beautiful and calm beach sim, So Many Styles offers a variety of funky, colorful clothes and accessories for women. Here, you will find some of the most unique and original pieces, along with stylish jewellery, bags — and even poses."
fashion/clothing,0,Nemo,Lady Chelsea Vintage Clothes for Ladies,"Check out these retro, vintage-groovy mod clothes for women. Everything cool from the 1960s and 1970s is here at your fingertips! Explore this quirky-cool shop (formerly known as Carnaby Street Clothes)."
fashion/clothing,0,Existence,Mystic Sky,"Mystic Sky is a clothing store that consists of original designs made with hand-drawn textures with an attention to detail. Here you will find a wide variety of exquisitely-designed period gowns. There's also medieval, ballroom, fantasy and role-play-themed outfits and accessories."
fashion/clothing,0,Friday,fri.day,"This is a Fawn, and Deco. We know you're a freethinking nonconformist who shirks catchy labels, but if ""geek chic"", ""elf-friendly"", and ""indie retro"" pique your curiosity, you should teleport on over to check out these clothes, furniture, and more."
fashion/clothing,0,Koreshan,Koreshan City,"Do you enjoy feeling enraptured by underwater art deco? Do you ever feel an urge to anxiously skitter through security camera-laden tunnels as you make your way to the next colorfully-lit storefront? Well then, quicker than Atlas can shrug, an eclectic conglomeration of such objectivist consumerism awaits you... at Koreshan City!"
fashion/clothing,0,VoguE Fashion,VoguE Mainstore,"VoguE offers a beautiful, varied selection of sophisticated, stylish fashion that ranges from casual to formal. Visit the store to experience the luxury and elegance of quality styles. Treat yourself!"
fashion/clothing,0,LaRosa,LaRosa,"Test out new mesh-enabled fashions at LaRosa, where you'll find seasonal and evening dresses with natural folds and shadows that add to the realism of the clothing."
fashion/clothing,0,Roxbury,Designer Circle,"Designer Circle is a unique store that offers limited-time deals on two items from each participating designer. With prices that are at or below L$100, there are many bargains to find — but you'll need to act quick! More info at: http://wp.me/P1hkZM-og "
fashion/clothing,0,Eternal Dreams,G&T Creations,"G&T Creations designs a wide variety of fashions for both men and women including clothing, jewelry, shoes, wedding gowns, tuxedos and more."
fashion/clothing,0,Valo,GLANCE Skins and Clothing,"Discover a whole new you when you take a look at the fabulous selection available at GLANCE. You can walk away with a new tan, a new dress or a new attitude!"
fashion/clothing,0,Carries Dreams,Carrie's Lingerie,"Carrie's Lingerie offers a little something for everyone, including an expanding line of sexy women's lingerie and men's underwear."
